integration_name,repository,first_added_date,first_added_quarter,removed_later,removal_date,removal_quarter,was_renamed,rename_events,flicker_merges_applied,first_added_commit,removal_commit
arctic_wolf_aurora_endpoint_security,core,2026-02-12,2026 Q1,False,,,False,0,0,9302b09cc,
ide_shepherd,core,2026-02-23,2026 Q1,False,,,False,0,0,23be503f8,
storage_management,core,2026-02-26,2026 Q1,False,,,False,0,0,c3a746280,
nutanix,core,2026-03-04,2026 Q1,False,,,False,0,0,ae8e33e6c,
beyondtrust_privileged_remote_access,core,2026-03-09,2026 Q1,False,,,False,0,0,15c3beaa8,
cyberark_endpoint_privilege_manager,core,2026-03-16,2026 Q1,True,2026-07-17,2026 Q3,False,0,0,7a0667808,65e6ee89e
do_query_actions,core,2026-03-17,2026 Q1,False,,,False,0,0,44d02d1c0,
bluecat_integrity,core,2026-04-09,2026 Q2,False,,,False,0,0,be9e138a0,
lparstats,core,2026-04-27,2026 Q2,False,,,False,0,0,9a1a9d61d,
ping_one_aic,core,2026-04-28,2026 Q2,False,,,False,0,0,422de200b,
anthropic_compliance_logs,core,2026-05-18,2026 Q2,False,,,False,0,0,505fbd1a0,
palo_alto_networks_cortex_xsoar,core,2026-06-11,2026 Q2,False,,,False,0,0,a02db0f30,
anomali_threatstream,core,2026-07-16,2026 Q3,False,,,False,0,0,2f942b545,
idira_endpoint_privilege_manager,core,2026-07-17,2026 Q3,False,,,False,0,0,65e6ee89e,
snmpwalk,extras,2017-03-20,2017 Q1,False,,,False,0,0,fda40ba8e,
hbase_master,extras,2017-05-29,2017 Q2,False,,,False,0,0,ac3cdbbea,
hbase_regionserver,extras,2017-05-29,2017 Q2,False,,,False,0,0,ac3cdbbea,
redis_sentinel,extras,2017-07-19,2017 Q3,False,,,False,0,0,bdcd769fb,
neo4j,extras,2017-09-18,2017 Q3,False,,,False,0,0,55683deed,
uptime,extras,2017-10-27,2017 Q4,False,,,False,0,0,6a7099ae5,
storm,extras,2017-10-27,2017 Q4,False,,,False,0,0,fd37bb203,
filebeat,extras,2017-11-14,2017 Q4,False,,,False,0,0,cf9e8b8c8,
logstash,extras,2017-11-20,2017 Q4,False,,,False,0,0,610fbe054,
nomad,extras,2017-11-22,2017 Q4,False,,,False,0,0,cb323e246,
stardog,extras,2017-12-05,2017 Q4,False,,,False,0,0,fd1a0bc76,
reboot_required,extras,2017-12-07,2017 Q4,False,,,False,0,0,4abe90165,
upsc,extras,2018-01-10,2018 Q1,False,,,False,0,0,69d167fc2,
vns3,extras,2018-01-22,2018 Q1,False,,,False,0,0,23d89b3d7,
rbltracker,extras,2018-01-24,2018 Q1,False,,,False,0,0,a0a4ea624,
logzio,extras,2018-01-25,2018 Q1,False,,,False,0,0,edd858fe7,
buddy,extras,2018-01-25,2018 Q1,False,,,False,0,0,d981f5f57,
convox,extras,2018-01-29,2018 Q1,False,,,False,0,0,234b4a3c6,
split,extras,2018-02-02,2018 Q1,False,,,False,0,0,2d9b84675,
aerospike,extras,2018-03-14,2018 Q1,True,2019-10-11,2019 Q4,False,0,0,943c39d15,8aeafbe1b
ambassador,extras,2018-04-30,2018 Q2,False,,,False,0,0,7132b6572,
gnatsd,extras,2018-06-01,2018 Q2,False,,,False,0,0,e65354080,
gnatsd_streaming,extras,2018-06-01,2018 Q2,False,,,False,0,0,a2a8466c7,
sortdb,extras,2018-06-15,2018 Q2,False,,,False,0,0,0b78ccf26,
rookout,extras,2018-06-21,2018 Q2,False,,,False,0,0,14e3ec562,
portworx,extras,2018-07-10,2018 Q3,False,,,False,0,0,ae1397b8e,
traefik,extras,2018-08-14,2018 Q3,True,2024-07-01,2024 Q3,False,0,1,c6f0ab960,ccdb5dab4
launchdarkly,extras,2018-08-16,2018 Q3,False,,,False,0,0,a272b367c,
rigor,extras,2018-08-29,2018 Q3,False,,,False,0,0,034342a80,
gremlin,extras,2018-08-31,2018 Q3,False,,,False,0,0,805a31ac1,
eventstore,extras,2018-09-18,2018 Q3,False,,,False,0,0,c44f5be26,
sigsci,extras,2018-10-22,2018 Q4,False,,,False,0,0,db837d2a7,
concourse_ci,extras,2018-12-05,2018 Q4,False,,,False,0,0,aca672b6f,
aqua,extras,2018-12-11,2018 Q4,False,,,False,0,0,bdf54849f,
riak_repl,extras,2019-01-31,2019 Q1,False,,,False,0,0,73aaded20,
neutrona,extras,2019-02-06,2019 Q1,False,,,False,0,0,45c2d8d75,
nextcloud,extras,2019-02-17,2019 Q1,False,,,False,0,0,5df14ce44,
bonsai,extras,2019-03-05,2019 Q1,False,,,False,0,0,202aad9dd,
bind9,extras,2019-03-11,2019 Q1,False,,,False,0,0,5a7c5b9b8,
apollo,extras,2019-04-23,2019 Q2,False,,,True,1,0,a7a0dd9d9,
lighthouse,extras,2019-06-19,2019 Q2,False,,,False,0,0,d897d7d95,
aws_pricing,extras,2019-07-18,2019 Q3,False,,,False,0,0,95524b91e,
bluematador,extras,2019-08-02,2019 Q3,False,,,False,0,0,8bc0ab861,
unbound,extras,2019-08-05,2019 Q3,False,,,False,0,0,527ee4cde,
sendmail,extras,2019-08-20,2019 Q3,False,,,False,0,0,bdbfeaccb,
ping,extras,2019-08-28,2019 Q3,False,,,False,0,0,514164af2,
vespa,extras,2019-09-24,2019 Q3,False,,,False,0,0,b79cc6de8,
contrastsecurity,extras,2019-12-23,2019 Q4,False,,,False,0,0,b61f1421f,
cert_manager,extras,2020-01-10,2020 Q1,True,2022-09-15,2022 Q3,False,0,0,9d295718b,b0a33255f
lacework,extras,2020-01-17,2020 Q1,False,,,False,0,0,e97dc394d,
resin,extras,2020-03-03,2020 Q1,False,,,False,0,0,d2b29bb23,
auth0,extras,2020-03-09,2020 Q1,False,,,False,0,0,87c206ab2,
squadcast,extras,2020-03-10,2020 Q1,False,,,False,0,0,775fcbdf5,
pihole,extras,2020-03-16,2020 Q1,False,,,False,0,0,cca6c641c,
configcat,extras,2020-04-02,2020 Q2,False,,,False,0,0,a8e2b5c05,
k6,extras,2020-04-20,2020 Q2,False,,,False,0,0,e00ffea8c,
rundeck,extras,2020-04-21,2020 Q2,False,,,False,0,0,e16cf0de6,
nvml,extras,2020-05-05,2020 Q2,False,,,False,0,0,cf91f1694,
pliant,extras,2020-06-03,2020 Q2,False,,,False,0,0,96a6f1292,
amixr,extras,2020-06-04,2020 Q2,False,,,False,0,0,dc0a89209,
federatorai,extras,2020-06-16,2020 Q2,False,,,False,0,0,7cafb66df,
speedtest,extras,2020-06-18,2020 Q2,False,,,False,0,0,09466b78f,
perimeterx,extras,2020-07-07,2020 Q3,False,,,False,0,0,d420d9f7c,
kernelcare,extras,2020-07-16,2020 Q3,False,,,False,0,0,8421704f6,
sleuth,extras,2020-07-28,2020 Q3,False,,,False,0,0,73314af19,
botprise,extras,2020-08-06,2020 Q3,False,,,False,0,0,56842c038,
cyral,extras,2020-08-07,2020 Q3,False,,,False,0,0,850e0cc5f,
jfrog_platform,extras,2020-08-20,2020 Q3,True,2023-09-06,2023 Q3,False,0,0,1f3dbeaf6,89d05b33d
puma,extras,2020-10-13,2020 Q4,False,,,False,0,0,edf60f0a3,
zabbix,extras,2020-10-14,2020 Q4,False,,,False,0,0,07bf7e077,
algorithmia,extras,2020-10-26,2020 Q4,False,,,False,0,0,7a2c2cbd9,
n2ws,extras,2020-11-09,2020 Q4,False,,,False,0,0,b6ea003d1,
appkeeper,extras,2020-11-13,2020 Q4,False,,,False,0,0,46dac1f10,
flume,extras,2020-11-16,2020 Q4,False,,,False,0,0,88693ea58,
flagsmith,extras,2020-12-09,2020 Q4,False,,,False,0,0,748323f60,
php_apcu,extras,2020-12-15,2020 Q4,False,,,False,0,0,5d0e99926,
pulsar,extras,2020-12-18,2020 Q4,True,2022-08-15,2022 Q3,False,0,0,1af14e43f,e05e2a2d8
php_opcache,extras,2020-12-22,2020 Q4,False,,,False,0,0,4c5e1692a,
gatekeeper,extras,2021-01-07,2021 Q1,False,,,False,0,0,4b4d25b4b,
open_policy_agent,extras,2021-01-08,2021 Q1,False,,,False,0,0,eefeb80bb,
ilert,extras,2021-02-09,2021 Q1,False,,,False,0,0,dbe80614d,
signl4,extras,2021-03-02,2021 Q1,False,,,False,0,0,a2c506045,
octoprint,extras,2021-03-11,2021 Q1,False,,,False,0,0,885141f47,
postman,extras,2021-04-14,2021 Q2,False,,,False,0,0,d88f87a4b,
sqreen,extras,2021-05-04,2021 Q2,False,,,False,0,0,bf640af0f,
stackpulse,extras,2021-05-06,2021 Q2,False,,,False,0,0,98d0833df,
tidb,extras,2021-05-10,2021 Q2,False,,,False,0,0,72a17e503,
retool,extras,2021-05-10,2021 Q2,False,,,False,0,0,c8346d87b,
hasura_cloud,extras,2021-05-12,2021 Q2,False,,,False,0,0,98f9b43e0,
cortex,extras,2021-05-12,2021 Q2,False,,,False,0,0,fca75536a,
statsig,extras,2021-05-21,2021 Q2,False,,,False,0,0,7d821f7eb,
altostra,extras,2021-05-24,2021 Q2,False,,,False,0,0,03d10b70e,
ns1,extras,2021-05-31,2021 Q2,False,,,False,0,0,a411bd2c1,
vercel,extras,2021-07-06,2021 Q3,False,,,False,0,0,ca3e61099,
redisenterprise,extras,2021-07-20,2021 Q3,False,,,False,0,0,ea7ef63de,
cloudsmith,extras,2021-09-08,2021 Q3,False,,,False,0,0,25651ba4e,
calico,extras,2021-09-29,2021 Q3,True,2022-03-18,2022 Q1,False,0,0,85fd2c284,a20067088
pulumi,extras,2021-10-13,2021 Q4,False,,,False,0,0,bf17cfb4b,
tyk,extras,2021-10-14,2021 Q4,False,,,False,0,0,7dafa3ca9,
fairwinds_insights_ui,extras,2021-10-19,2021 Q4,False,,,True,1,0,8444d8f23,
pagerduty_ui,extras,2021-10-19,2021 Q4,False,,,True,1,0,86a768d49,
harness_cloud_cost_management,extras,2021-10-19,2021 Q4,False,,,False,0,0,79d46e711,
embrace_mobile,extras,2021-10-19,2021 Q4,False,,,False,0,0,7e260b9c9,
shoreline,extras,2021-10-20,2021 Q4,True,2024-08-22,2024 Q3,False,0,0,788c3b505,07b69338d
hcp_vault,extras,2021-11-01,2021 Q4,False,,,False,0,0,fbf0fbb8f,
nobl9,extras,2021-11-04,2021 Q4,False,,,False,0,0,491d77f20,
redpanda,extras,2021-11-10,2021 Q4,False,,,False,0,0,1883fc62f,
torq,extras,2021-11-12,2021 Q4,False,,,False,0,0,cc44384c5,
foundationdb,extras,2021-12-07,2021 Q4,True,2022-03-14,2022 Q1,False,0,0,849d6e64b,e2563fc36
apache-apisix,extras,2021-12-14,2021 Q4,False,,,False,0,0,8d72829de,
lambdatest,extras,2021-12-16,2021 Q4,False,,,False,0,0,31fc1a129,
superwise,extras,2022-01-07,2022 Q1,False,,,False,0,0,11a1d1784,
sedai,extras,2022-01-12,2022 Q1,False,,,False,0,0,a9cee839d,
tidb_cloud,extras,2022-01-12,2022 Q1,False,,,False,0,0,31f2488e5,
data_runner,extras,2022-01-18,2022 Q1,True,2024-07-10,2024 Q3,False,0,0,19d160c41,f6bdac900
twenty_forty_eight,extras,2022-01-18,2022 Q1,True,2024-07-10,2024 Q3,False,0,0,dc7e3ea2c,bc3f8cf78
insightfinder,extras,2022-02-03,2022 Q1,False,,,False,0,0,57166943c,
purefa,extras,2022-03-03,2022 Q1,False,,,False,0,0,4a6b4f5d2,
finout,extras,2022-03-30,2022 Q1,False,,,False,0,0,bd30a2494,
zscaler,extras,2022-04-06,2022 Q2,False,,,False,0,0,ab15163fb,
planetscale,extras,2022-04-12,2022 Q2,False,,,False,0,0,ebc77a6e9,
syncthing,extras,2022-04-13,2022 Q2,False,,,False,0,0,d3dc40fe2,
apptrail,extras,2022-04-14,2022 Q2,False,,,False,0,0,0b84c48b5,
eversql,extras,2022-04-19,2022 Q2,False,,,False,0,0,be9c0830a,
datazoom,extras,2022-04-20,2022 Q2,False,,,False,0,0,1624389ed,
lightstep_incident_response,extras,2022-04-25,2022 Q2,True,2023-02-03,2023 Q1,False,0,0,10c58b9c9,808837ac7
fluentbit,extras,2022-04-29,2022 Q2,False,,,True,1,0,363c233fc,
purefb,extras,2022-05-04,2022 Q2,False,,,False,0,0,636f66a42,
speedscale,extras,2022-05-04,2022 Q2,False,,,False,0,0,7758ba8f7,
zebrium,extras,2022-05-17,2022 Q2,False,,,False,0,0,e7d754729,
akamai_datastream_2,extras,2022-05-18,2022 Q2,False,,,False,0,0,739c9ac97,
cockroachdb_dedicated,extras,2022-05-18,2022 Q2,False,,,True,1,0,b2fc21180,
nn_sdwan,extras,2022-06-02,2022 Q2,False,,,False,0,0,3e9ad3605,
docontrol,extras,2022-06-06,2022 Q2,False,,,False,0,0,8c9496ef4,
alertnow,extras,2022-06-17,2022 Q2,False,,,False,0,0,ad0d47429,
backstage,extras,2022-06-22,2022 Q2,False,,,False,0,0,3dfddcbcb,
komodor,extras,2022-06-29,2022 Q2,False,,,False,0,0,1ebe57ad6,
gitea,extras,2022-06-30,2022 Q2,False,,,False,0,0,d42a137be,
trino,extras,2022-07-01,2022 Q3,False,,,False,0,0,c9e52dab3,
sosivio,extras,2022-07-01,2022 Q3,False,,,False,0,0,8c6cc4b39,
firefly,extras,2022-07-06,2022 Q3,False,,,False,0,0,4388ba40c,
stormforge,extras,2022-07-13,2022 Q3,False,,,False,0,0,c2aeee6b7,
rum_react,extras,2022-07-20,2022 Q3,False,,,False,0,0,19a3c199d,
rum_angular,extras,2022-07-20,2022 Q3,False,,,False,0,0,7c1288456,
rum_javascript,extras,2022-07-20,2022 Q3,False,,,False,0,0,e27afd397,
rum_cypress,extras,2022-07-20,2022 Q3,False,,,False,0,0,dbf12af11,
rum_flutter,extras,2022-07-20,2022 Q3,False,,,False,0,0,43e430b91,
rum_react_native,extras,2022-07-20,2022 Q3,False,,,False,0,0,e0d093d6c,
rum_ios,extras,2022-07-20,2022 Q3,False,,,False,0,0,f25fb4a1d,
rum_android,extras,2022-07-20,2022 Q3,False,,,False,0,0,4fbba6b55,
cfssl,extras,2022-08-12,2022 Q3,False,,,False,0,0,a33899896,
exim,extras,2022-08-12,2022 Q3,False,,,False,0,0,a628c3cad,
unifi_console,extras,2022-08-24,2022 Q3,False,,,False,0,0,34838c0e4,
fluxcd,extras,2022-09-01,2022 Q3,True,2024-01-08,2024 Q1,False,0,0,d27533c8d,cd973b6ad
grpc_check,extras,2022-09-15,2022 Q3,False,,,False,0,0,865b49b4e,
unitq,extras,2022-09-21,2022 Q3,False,,,False,0,0,9afe235e6,
emnify,extras,2022-09-30,2022 Q3,False,,,False,0,0,2565b3975,
zenduty,extras,2022-10-11,2022 Q4,False,,,False,0,0,aec00b8b7,
vantage,extras,2022-10-11,2022 Q4,False,,,False,0,0,f96c16473,
go_pprof_scraper,extras,2022-11-16,2022 Q4,False,,,False,0,0,a4183c493,
hikaricp,extras,2022-11-16,2022 Q4,False,,,False,0,0,7b5642078,
adaptive_shield,extras,2022-11-22,2022 Q4,False,,,False,0,0,458fdc483,
scalr,extras,2022-12-07,2022 Q4,False,,,False,0,0,b25e410e9,
f5-distributed-cloud,extras,2022-12-07,2022 Q4,False,,,False,0,0,18f6550db,
neoload,extras,2022-12-12,2022 Q4,False,,,False,0,0,5baebf971,
drata,extras,2022-12-12,2022 Q4,False,,,False,0,0,b855d1006,
blink,extras,2022-12-12,2022 Q4,False,,,False,0,0,973dbc59d,
filemage,extras,2022-12-20,2022 Q4,False,,,False,0,0,36aa58496,
typingdna_activelock,extras,2022-12-21,2022 Q4,False,,,False,0,0,44c109a22,
twingate,extras,2022-12-21,2022 Q4,False,,,False,0,0,b5cff7467,
buoyant_cloud,extras,2023-01-03,2023 Q1,False,,,False,0,0,c4ebc3062,
steadybit,extras,2023-01-23,2023 Q1,False,,,False,0,0,640f5a340,
bottomline_recordandreplay,extras,2023-02-08,2023 Q1,False,,,False,0,0,f7c98a1eb,
1e,extras,2023-02-09,2023 Q1,False,,,False,0,0,543e8da69,
fiddler,extras,2023-02-14,2023 Q1,False,,,False,0,0,090566ae8,
census,extras,2023-02-24,2023 Q1,False,,,False,0,0,0628e405c,
agora_analytics,extras,2023-02-27,2023 Q1,False,,,False,0,0,a5f0103c2,
isdown,extras,2023-03-07,2023 Q1,False,,,False,0,0,4ca76d622,
ably,extras,2023-03-29,2023 Q1,False,,,False,0,0,7391af47e,
mongodb_atlas,extras,2023-03-30,2023 Q1,False,,,False,0,0,f42e5944a,
mendix,extras,2023-04-06,2023 Q2,False,,,False,0,0,1f6591a67,
instabug,extras,2023-04-13,2023 Q2,False,,,False,0,0,433dfd829,
mergify,extras,2023-04-17,2023 Q2,False,,,False,0,0,3422726ff,
cybersixgill_actionable_alerts,extras,2023-04-26,2023 Q2,False,,,False,0,0,ac614b3c2,
rum_roku,extras,2023-05-12,2023 Q2,False,,,False,0,0,bb8fc40fd,
sofy_sofy,extras,2023-05-15,2023 Q2,False,,,False,0,0,8693b501b,
devcycle,extras,2023-06-05,2023 Q2,False,,,False,0,0,f639ae36d,
sonarr,extras,2023-06-12,2023 Q2,False,,,False,0,0,c4970921a,
rum_expo,extras,2023-06-16,2023 Q2,False,,,False,0,0,c175c688f,
ngrok,extras,2023-06-21,2023 Q2,False,,,False,0,0,cb9afca89,
flagsmith-rum,extras,2023-06-22,2023 Q2,False,,,False,0,0,d36f3b368,
notion,extras,2023-06-26,2023 Q2,False,,,False,0,0,4d7d5adb9,
seagence,extras,2023-07-05,2023 Q3,False,,,False,0,0,38879fe93,
cloudnatix,extras,2023-07-14,2023 Q3,False,,,False,0,0,a50bf8d4c,
taskcall,extras,2023-07-20,2023 Q3,False,,,False,0,0,bf8bfcff9,
singlestoredb_cloud,extras,2023-07-21,2023 Q3,False,,,False,0,0,4b667e2b4,
statsig_rum,extras,2023-07-25,2023 Q3,False,,,False,0,0,9eb0ae053,
split-rum,extras,2023-08-07,2023 Q3,False,,,False,0,0,2c37b6550,
cloudzero,extras,2023-08-09,2023 Q3,False,,,False,0,0,c9dded69c,
jfrog_platform_self_hosted,extras,2023-09-06,2023 Q3,False,,,False,0,0,89d05b33d,
uptycs,extras,2023-09-11,2023 Q3,False,,,False,0,0,76743cafc,
sym,extras,2023-09-20,2023 Q3,False,,,False,0,0,4bc6ff767,
upbound_uxp,extras,2023-09-21,2023 Q3,False,,,False,0,0,0eb9239b6,
cribl_stream,extras,2023-09-26,2023 Q3,False,,,False,0,0,f56a7828e,
wayfinder,extras,2023-09-27,2023 Q3,False,,,False,0,0,1dbac10c5,
radarr,extras,2023-10-19,2023 Q4,False,,,False,0,0,ba9c30e71,
tailscale,extras,2023-10-25,2023 Q4,False,,,False,0,0,4c4e40c14,
yugabytedb_managed,extras,2023-10-30,2023 Q4,False,,,False,0,0,545c9fdb2,
dylibso-webassembly,extras,2023-11-06,2023 Q4,False,,,False,0,0,70c4fb888,
invary,extras,2023-11-08,2023 Q4,False,,,False,0,0,d1bb3c96d,
robust_intelligence_ai_firewall,extras,2023-11-13,2023 Q4,False,,,False,0,0,6a4223f3a,
jfrog_platform_cloud,extras,2023-11-14,2023 Q4,False,,,False,0,0,4ed7be17e,
upstash,extras,2023-11-17,2023 Q4,False,,,False,0,0,e961994a6,
jamf_protect,extras,2023-12-06,2023 Q4,False,,,False,0,0,d187599d0,
akeyless_gateway,extras,2023-12-07,2023 Q4,False,,,False,0,0,b44b83538,
doctordroid,extras,2024-01-29,2024 Q1,False,,,False,0,0,892e298fa,
keep,extras,2024-02-13,2024 Q1,False,,,False,0,0,69c60dd0b,
modal,extras,2024-02-28,2024 Q1,False,,,False,0,0,56b2fd718,
zenoh_router,extras,2024-02-28,2024 Q1,False,,,False,0,0,cc0b42cd7,
emqx,extras,2024-03-05,2024 Q1,False,,,False,0,0,30580ed63,
loadrunner_professional,extras,2024-03-14,2024 Q1,False,,,False,0,0,78aa81d0a,
packetfabric,extras,2024-04-02,2024 Q2,False,,,False,0,0,d12b7d3e0,
discord,extras,2024-04-17,2024 Q2,False,,,False,0,0,dc6e612e5,
moovingon_ai,extras,2024-04-18,2024 Q2,False,,,False,0,0,79e33b2d3,
redis_enterprise,extras,2024-05-07,2024 Q2,False,,,False,0,0,15fcce4fd,
eppo,extras,2024-05-08,2024 Q2,False,,,False,0,0,858445dcb,
perfectscale,extras,2024-05-13,2024 Q2,False,,,False,0,0,c40b085a8,
celerdata,extras,2024-05-14,2024 Q2,False,,,False,0,0,663a7ef5d,
webb_ai,extras,2024-07-24,2024 Q3,False,,,False,0,0,fea536841,
fauna,extras,2024-07-25,2024 Q3,False,,,False,0,0,1b6aa6463,
causely,extras,2024-08-08,2024 Q3,False,,,False,0,0,3d6fd3824,
qdrant,extras,2024-08-15,2024 Q3,False,,,False,0,0,7bb57f21d,
onepane,extras,2024-09-20,2024 Q3,False,,,False,0,0,87956dd06,
kameleoon,extras,2024-09-23,2024 Q3,False,,,False,0,0,e3a0a75f3,
gigamon,extras,2024-09-25,2024 Q3,False,,,False,0,0,17a3d4d33,
redis_cloud,extras,2024-09-27,2024 Q3,False,,,False,0,0,d34f3e9b2,
oceanbasecloud,extras,2024-10-03,2024 Q4,False,,,False,0,0,1e56c50e0,
doppler,extras,2024-10-10,2024 Q4,False,,,False,0,0,d49346658,
mergify_oauth,extras,2024-10-21,2024 Q4,False,,,False,0,0,1e4e12aab,
cloudquery-cloud,extras,2024-10-22,2024 Q4,False,,,False,0,0,5f78293b9,
scaphandre,extras,2024-10-30,2024 Q4,False,,,False,0,0,cd9f0335a,
artie,extras,2024-11-04,2024 Q4,False,,,False,0,0,124202c34,
anecdote,extras,2024-11-07,2024 Q4,False,,,False,0,0,a1f6e6c97,
cloudaeye,extras,2024-11-13,2024 Q4,False,,,False,0,0,d1a8c6599,
kepler,extras,2024-11-20,2024 Q4,False,,,False,0,0,86d5636bf,
zilliz_cloud_zilliz_cloud,extras,2024-12-10,2024 Q4,False,,,False,0,0,f6c33662b,
cloudquery,extras,2024-12-13,2024 Q4,False,,,False,0,0,bb5d57547,
reflectiz,extras,2025-03-03,2025 Q1,False,,,False,0,0,e8d1c2a10,
harness_harness_notifications,extras,2025-03-10,2025 Q1,False,,,False,0,0,f25f79deb,
chainguard,extras,2025-03-21,2025 Q1,False,,,False,0,0,5ebf7164a,
ocient,extras,2025-03-24,2025 Q1,False,,,False,0,0,3d387817a,
downdetector,extras,2025-04-10,2025 Q2,False,,,False,0,0,7bc6c374c,
authzed_cloud,extras,2025-04-22,2025 Q2,False,,,False,0,0,f80b18011,
appomni,extras,2025-04-24,2025 Q2,False,,,False,0,0,e208efa43,
resilience4j,extras,2025-04-28,2025 Q2,False,,,False,0,0,2a92d881e,
hawkeye_by_neubird,extras,2025-05-05,2025 Q2,False,,,False,0,0,9fcb3a214,
inngest,extras,2025-05-14,2025 Q2,False,,,False,0,0,072797e22,
pulse,extras,2025-05-28,2025 Q2,False,,,False,0,0,9e6d0d665,
akamas,extras,2025-06-03,2025 Q2,False,,,False,0,0,e0ae41d8a,
gatling_enterprise,extras,2025-06-05,2025 Q2,False,,,False,0,0,dff42e249,
dagster,extras,2025-06-06,2025 Q2,False,,,False,0,0,ecce46b7b,
warpstream,extras,2025-07-08,2025 Q3,True,2026-06-16,2026 Q2,False,0,0,b77eef183,dfdc08a7d
gravitee,extras,2025-07-22,2025 Q3,False,,,False,0,0,42c2d67ac,
contrast_security_adr,extras,2025-08-28,2025 Q3,False,,,False,0,0,e80f4bde5,
aimon,extras,2025-09-04,2025 Q3,False,,,False,0,0,1da5b0905,
redis_enterprise_prometheus,extras,2025-09-25,2025 Q3,False,,,False,0,0,246ac9157,
aerospike_enterprise,extras,2025-10-16,2025 Q4,True,2025-10-23,2025 Q4,False,0,0,67070d007,479191095
grafana,extras,2026-01-05,2026 Q1,False,,,False,0,0,4fb69acde,
starburst_galaxy,extras,2026-02-11,2026 Q1,True,2026-08-25,2026 Q3,False,0,0,72c56229e,435cd1d2a
watchtower_ziris,extras,2026-04-15,2026 Q2,False,,,False,0,0,334550050,
rum_nextjs,extras,2026-04-21,2026 Q2,False,,,False,0,0,779c8e202,
rum_vue,extras,2026-04-22,2026 Q2,False,,,False,0,0,35871273e,
rum_nuxt,extras,2026-05-18,2026 Q2,False,,,False,0,0,82d471f3c,
rum_salesforce_lwc,extras,2026-07-27,2026 Q3,False,,,False,0,0,538726ccc,
rum_shopify,extras,2026-08-11,2026 Q3,False,,,False,0,0,5e4f2c270,
external_secrets,extras,2026-08-21,2026 Q3,False,,,False,0,0,aa7a42876,
