,DDOG_Revenue_YoY,AWS_YoY,Azure_YoY,GoogleCloud_YoY,Cloud_Index_Raw
DDOG_Revenue_YoY,1.0,0.7440754045787992,0.5475525714605288,0.195364320340593,0.4550675472978912
AWS_YoY,0.7440754045787992,1.0,0.8421224362842691,0.7638350230549686,0.9178551330021825
Azure_YoY,0.5475525714605288,0.8421224362842691,1.0,0.6854849899145556,0.8619500475360085
GoogleCloud_YoY,0.195364320340593,0.7638350230549686,0.6854849899145556,1.0,0.9452735461126045
Cloud_Index_Raw,0.4550675472978912,0.9178551330021825,0.8619500475360085,0.9452735461126045,1.0
