date,level,mom_pct_change
2025-08-01,100.0,69.4915254237288
2022-01-01,19.0,35.71428571428572
2026-02-01,78.0,34.48275862068966
2025-12-01,53.0,-30.263157894736846
2022-04-01,31.0,29.166666666666675
2024-02-01,47.0,27.027027027027017
