full_r,loo_min_r,loo_min_dropped,loo_max_r,loo_max_dropped,max_abs_shift,X,Y,k
-0.48233000017747224,-0.5524243357250431,7,-0.44034068005225,2,0.07009433554757089,New_Core_Integrations,Customers_100k_YoY,0
-0.3454255119042935,-0.4032386828596164,7,-0.28815679864282573,2,0.0578131709553229,New_Core_Integrations,DDOG_Revenue_YoY,0
0.5361634724995794,0.38738868947151955,1,0.7043475860837498,0,0.1681841135841704,New_Extras_Integrations,Customers_100k_YoY,0
0.4715854268480149,0.2882073335389718,1,0.6653497348272426,0,0.19376430797922767,New_Extras_Integrations,DDOG_Revenue_YoY,0
-0.22416688498744122,-0.3257266552562976,1,-0.13387029327773398,10,0.1015597702688564,New_Total_Integrations,Customers_100k_YoY,0
-0.12504486294324355,-0.20768593423665105,2,-0.021899930097140207,1,0.10314493284610333,New_Total_Integrations,DDOG_Revenue_YoY,1
0.4161487585668269,0.3601546044993265,10,0.5954059045720522,2,0.1792571460052253,Total_YoY_Growth,Customers_100k_YoY,2
0.26943211960999625,0.17914251269427522,2,0.3478507220592897,13,0.09028960691572102,Total_YoY_Growth,DDOG_Revenue_YoY,0
